event_id,template_id,customer_id,channel,message,order_id,account_tier,created_at,sla_due_at,intent,sentiment,priority,expected_policy,expected_action,reviewed_by
evt_01449,general_question:03,cust_0016,chat,"Good morning, is my monthly plan covered by your returns window, whenever you get a chance.",ord_64446,free,2026-04-11T20:34:00+00:00,2026-04-13T03:34:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01450,complaint:08,cust_0163,social,"Hello, your process for the replacement charger has cost me an entire afternoon, which is really not good enough. Appreciate it.",ord_24177,enterprise,2026-04-07T07:09:00+00:00,2026-04-10T05:09:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01451,delivery_issue:02,cust_0894,social,"Hi, the annual subscription was meant to arrive on Tuesday and it is still not here. I have had to chase this repeatedly. Regards.",ord_80665,free,2026-04-19T21:45:00+00:00,2026-04-21T16:45:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01452,complaint:00,cust_0080,email,"this is the third time I have written about the replacement charger and nobody replies, whenever you get a chance. Regards.",ord_92758,free,2026-04-17T04:18:00+00:00,2026-04-19T15:18:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_01453,ambiguous:06,cust_0437,phone,"Hello, I have given up waiting for the annual subscription, just close it out for me, whenever you get a chance. Regards.",ord_58748,enterprise,2026-04-15T06:54:00+00:00,2026-04-16T13:54:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01454,tracking_request:12,cust_0426,email,"Hello, Honestly, can you confirm the expected date for my monthly plan. I expected better than this. Regards.",ord_80078,enterprise,2026-04-15T14:28:00+00:00,2026-04-17T07:28:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01455,general_question:11,cust_0419,phone,Hey - do I need an account to buy the running shoes. Thanks.,ord_17788,standard,2026-04-06T13:43:00+00:00,2026-04-08T19:43:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01456,refund_request:05,cust_0391,social,"Hi, the order 88214 arrived damaged so I want compensation for it, whenever you get a chance.",ord_62584,free,2026-05-03T21:04:00+00:00,2026-05-04T20:04:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01457,complaint:04,cust_0878,phone,"Hi, Honestly, the handling of order 88214 has been unacceptable. I expected better than this. Thanks.",ord_77344,free,2026-04-19T18:57:00+00:00,2026-04-20T14:57:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01458,ambiguous:05,cust_0315,social,"Hello, This is disappointing - this is the second delivery of the blue headphones you have got wrong. Thanks.",ord_90212,standard,2026-04-30T10:34:00+00:00,2026-05-03T05:34:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01459,tracking_request:03,cust_0266,email,Hey - Quick question - any news on when my monthly plan will get here. Thanks.,ord_78696,free,2026-04-15T06:54:00+00:00,2026-04-18T06:54:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01460,ambiguous:07,cust_0374,email,"Hey - Hello, teh courier says delivered but the running shoes is not here. Thanks. Please let me know.",ord_58549,standard,2026-04-27T14:19:00+00:00,2026-04-28T02:19:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_01461,refund_request:11,cust_0518,chat,"Hello, is it possible to undo teh purchase of teh kitchen scale. This has been a frustrating experience.",ord_66103,free,2026-04-28T13:28:00+00:00,2026-04-29T18:28:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01462,tracking_request:08,cust_0317,social,Hey - Quick question - when is the running shoes scheduled to arrive. Please let me know.,ord_69358,free,2026-04-08T16:14:00+00:00,2026-04-11T00:14:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01463,ambiguous:02,cust_0522,social,"Hey - no idea where the replacement charger is, can someone actually look into this. I have had to chase this repeatedly. Regards.",ord_20086,enterprise,2026-04-24T04:09:00+00:00,2026-04-24T19:09:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01464,tracking_request:10,cust_0202,social,"Hello, just checking in on teh progress of order 88214. Please advise. Thanks.",ord_27102,standard,2026-04-07T13:37:00+00:00,2026-04-08T19:37:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01465,general_question:10,cust_0601,social,"Hello, what is the difference between order 88214 and the newer version. Please advise. Thanks.",ord_83789,free,2026-04-30T20:13:00+00:00,2026-05-01T07:13:00+00:00,general_question,negative,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01466,tracking_request:12,cust_0006,phone,can you confirm the expected date for order 88214. I have had to chase this repeatedly. Please let me know.,ord_60254,free,2026-05-01T07:57:00+00:00,2026-05-01T23:57:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01467,general_question:11,cust_0505,chat,"Hello, do I need an account to buy my monthly plan. Please advise. Thanks.",ord_44394,free,2026-04-12T10:06:00+00:00,2026-04-13T02:06:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01468,delivery_issue:04,cust_0825,phone,shipment containing the replacement charger seems stuck at the depot. At this point I have run out of patience. Appreciate it.,ord_52299,standard,2026-04-12T23:40:00+00:00,2026-04-13T13:40:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01469,general_question:06,cust_0454,phone,"Good morning, Hello, do you ship the blue headphones internationally. Thanks.",ord_17537,enterprise,2026-04-26T19:39:00+00:00,2026-04-28T06:39:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01470,tracking_request:08,cust_0106,email,"Hi, when is teh running shoes scheduled to arrive. I have had to chase this repeatedly. Appreciate it.",ord_41969,free,2026-04-14T08:18:00+00:00,2026-04-15T20:18:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01471,refund_request:11,cust_0639,phone,Hey - is it possible to undo the purchase of order 88214. This has been a frustrating experience. Appreciate it.,ord_89035,free,2026-04-16T21:52:00+00:00,2026-04-17T05:52:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01472,general_question:03,cust_0468,phone,"Hi, Hi there, is my monthly plan covered by your returns window. Please let me know.",ord_45511,enterprise,2026-04-30T01:43:00+00:00,2026-04-30T02:43:00+00:00,general_question,neutral,high,auto_resolve,knowledge_response,synthetic_generator
evt_01473,general_question:02,cust_0821,social,"Hi, can I change the delivery address for order 40917. Please advise. Thanks.",ord_10989,standard,2026-04-15T04:46:00+00:00,2026-04-15T05:46:00+00:00,general_question,neutral,high,auto_resolve,knowledge_response,synthetic_generator
evt_01474,general_question:13,cust_0637,chat,"Hi, what happens to my subscription if I pause the replacement charger. Please advise. Appreciate it.",ord_86050,standard,2026-04-18T20:34:00+00:00,2026-04-19T01:34:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01475,complaint:12,cust_0556,social,"I keep being promised callbacks about the annual subscription that never happen, which is really not good enough.",ord_99159,standard,2026-04-12T12:38:00+00:00,2026-04-14T04:38:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01476,refund_request:01,cust_0447,chat,"Hey - Hi there, please reverse the charge on order 88214. Appreciate it.",ord_40738,free,2026-04-28T23:41:00+00:00,2026-04-30T08:41:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01477,ambiguous:06,cust_0188,email,"I have given up waiting for my monthly plan, just close it out for me. No rush at all, you have been helpful. Regards.",ord_94478,enterprise,2026-04-24T07:25:00+00:00,2026-04-26T15:25:00+00:00,refund_request,positive,normal,refund_review,refund_review,synthetic_generator
evt_01478,delivery_issue:00,cust_0500,social,"Hello, my the annual subscription still has not turned up. This has been a frustrating experience. Please let me know.",ord_27261,free,2026-05-03T03:11:00+00:00,2026-05-04T03:11:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01479,delivery_issue:01,cust_0862,email,Hey - This is disappointing - the parcel with the kitchen scale is running behind schedule. Regards.,ord_50665,free,2026-05-04T10:18:00+00:00,2026-05-07T09:18:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01480,general_question:03,cust_0091,email,"Hi, is the running shoes covered by your returns window, whenever you get a chance. Appreciate it.",ord_79844,standard,2026-04-07T05:23:00+00:00,2026-04-08T03:23:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01481,refund_request:04,cust_0812,chat,"Good morning, requesting reimbursement for my monthly plan, whenever you get a chance. Appreciate it.",ord_96081,standard,2026-04-09T17:00:00+00:00,2026-04-10T18:00:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01482,tracking_request:08,cust_0781,social,Hey - Quick question - when is order 88214 scheduled to arrive. Please let me know.,ord_97846,standard,2026-04-12T21:28:00+00:00,2026-04-15T03:28:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01483,refund_request:00,cust_0752,social,"Good morning, I would like my money back for the kitchen scale, and I am not happy about how long it has taken. Thanks.",ord_16781,standard,2026-04-17T23:55:00+00:00,2026-04-18T12:55:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01484,general_question:08,cust_0519,phone,"Good morning, how long does order 40917 usually take to arrive, whenever you get a chance. Please let me know.",ord_40778,standard,2026-04-08T14:11:00+00:00,2026-04-10T19:11:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01485,general_question:08,cust_0647,phone,"Good morning, how long does the standing desk usually take to arrive. No rush at all, you have been helpful. Appreciate it.",ord_40619,free,2026-04-29T08:29:00+00:00,2026-05-01T13:29:00+00:00,general_question,positive,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01486,refund_request:01,cust_0457,email,"please reverse the charge on the annual subscription, which is really not good enough. Thanks.",ord_75538,enterprise,2026-04-13T17:44:00+00:00,2026-04-16T12:44:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01487,delivery_issue:03,cust_0852,email,"Good morning, Honestly, courier marked the replacement charger as attempted but nobody came. I expected better than this. Regards.",ord_53807,free,2026-04-12T22:42:00+00:00,2026-04-15T11:42:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01488,refund_request:05,cust_0056,phone,"Hello, the the kitchen scale arrived damaged so I want compensation for it, which is really not good enough.",ord_79017,free,2026-05-05T14:16:00+00:00,2026-05-08T12:16:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01489,complaint:02,cust_0136,chat,"Hello, Honestly, I have wasted hours on order 40917 with no resolution. I expected better than this. Please let me know.",ord_25191,standard,2026-04-30T20:24:00+00:00,2026-05-03T15:24:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01490,general_question:11,cust_0430,chat,"Hi there, do I need an account to buy order 40917.",ord_96826,standard,2026-04-18T04:16:00+00:00,2026-04-20T14:16:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01491,refund_request:00,cust_0490,chat,"Hey - Hi there, I would like my money back for the replacement charger. Appreciate it.",ord_13191,standard,2026-04-11T01:06:00+00:00,2026-04-13T21:06:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01492,tracking_request:12,cust_0793,phone,can you confirm the expected date for the blue headphones. Please advise. Regards.,ord_64762,free,2026-04-20T18:21:00+00:00,2026-04-22T11:21:00+00:00,tracking_request,positive,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01493,refund_request:03,cust_0743,phone,"I no longer want the annual subscription and expect the amount returned, which is really not good enough. Appreciate it.",ord_99161,free,2026-04-12T00:50:00+00:00,2026-04-12T18:50:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01494,delivery_issue:07,cust_0753,social,This is disappointing - the driver could not find my address for the standing desk. Regards.,ord_87957,free,2026-04-18T17:30:00+00:00,2026-04-20T00:30:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01495,complaint:09,cust_0342,phone,no one has taken ownership of the problem with the standing desk. This has been a frustrating experience.,ord_22966,standard,2026-05-04T00:31:00+00:00,2026-05-04T02:31:00+00:00,complaint,negative,high,escalate,create_ticket,synthetic_generator
evt_01496,complaint:05,cust_0462,chat,"Good morning, Quick question - I am extremely let down by how order 40917 was managed.",ord_99674,enterprise,2026-04-07T14:41:00+00:00,2026-04-10T03:41:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_01497,delivery_issue:09,cust_0792,chat,"Hello, Honestly, delivery of the annual subscription keeps getting rescheduled. I expected better than this.",ord_41070,standard,2026-04-18T20:51:00+00:00,2026-04-20T22:51:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01498,delivery_issue:09,cust_0639,phone,"Hey - Honestly, delivery of the blue headphones keeps getting rescheduled. I expected better than this. Thanks.",ord_96546,free,2026-04-23T11:57:00+00:00,2026-04-25T05:57:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01499,delivery_issue:08,cust_0738,chat,Hey - order 40917 was returned to sender without anyone contacting me. At this point I have run out of patience. Please let me know.,ord_42702,standard,2026-04-24T10:43:00+00:00,2026-04-25T00:43:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01500,tracking_request:05,cust_0314,phone,"Good morning, Quick question - I want to follow the journey of my the kitchen scale. Appreciate it.",ord_14919,standard,2026-04-21T04:19:00+00:00,2026-04-22T13:19:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01501,complaint:10,cust_0139,phone,"Good morning, I have received three contradictory answers about the annual subscription. Please advise. Thanks.",ord_42853,free,2026-05-02T02:27:00+00:00,2026-05-03T18:27:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_01502,refund_request:02,cust_0638,phone,"Hello, can you send this the kitchen scale back and return the payment, whenever you get a chance.",ord_97059,standard,2026-04-23T10:59:00+00:00,2026-04-25T10:59:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01503,complaint:07,cust_0293,phone,"Hi, I have been passed between four agents about the replacement charger. At this point I have run out of patience. Please let me know.",ord_65665,standard,2026-04-15T14:58:00+00:00,2026-04-18T02:58:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01504,refund_request:12,cust_0644,social,"Good morning, I want to send the replacement charger back for a credit to my account. Really appreciate the quick responses previously. Please let me know.",ord_50259,free,2026-04-28T20:39:00+00:00,2026-04-29T13:39:00+00:00,refund_request,positive,normal,refund_review,refund_review,synthetic_generator
evt_01505,general_question:04,cust_0858,phone,"Hey - Hello, how do I add the running shoes to an existing order. Thanks. Regards.",ord_64698,free,2026-04-30T04:21:00+00:00,2026-05-02T09:21:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01506,general_question:07,cust_0406,chat,"Hey - is there a student discount available on order 88214, whenever you get a chance. Please let me know.",ord_67106,free,2026-04-13T23:46:00+00:00,2026-04-15T07:46:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01507,general_question:00,cust_0349,social,"Good morning, Hello, what is the warranty period on the blue headphones. Thanks. Appreciate it.",ord_93424,standard,2026-04-25T00:21:00+00:00,2026-04-26T23:21:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01508,refund_request:04,cust_0636,email,"Good morning, Hi there, requesting reimbursement for the running shoes. Thanks.",ord_83583,standard,2026-05-03T16:54:00+00:00,2026-05-05T20:54:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01509,delivery_issue:07,cust_0369,email,Hey - the driver could not find my address for order 88214. Please advise. Appreciate it.,ord_47937,enterprise,2026-04-13T04:23:00+00:00,2026-04-13T23:23:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_01510,refund_request:01,cust_0725,social,"Good morning, Honestly, please reverse the charge on the blue headphones. I expected better than this. Appreciate it.",ord_20066,free,2026-04-22T10:03:00+00:00,2026-04-22T23:03:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01511,refund_request:09,cust_0308,phone,"Hi, I am returning order 88214, what happens with the payment. pls advise. Appreciate it.",ord_93182,standard,2026-04-25T00:05:00+00:00,2026-04-27T23:05:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01512,ambiguous:01,cust_0873,email,"Hi, Hi there, if the kitchen scale cannot get here this week I would rather be refunded. Thanks.",ord_22290,standard,2026-04-27T04:26:00+00:00,2026-04-30T04:26:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01513,tracking_request:08,cust_0044,chat,"Good morning, when is order 40917 scheduled to arrive, whenever you get a chance.",ord_52067,standard,2026-04-16T17:01:00+00:00,2026-04-18T16:01:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01514,tracking_request:11,cust_0038,social,"Hi, Hello, how far along is the delivery of the blue headphones. Thanks. Thanks.",ord_72418,standard,2026-05-01T09:01:00+00:00,2026-05-03T08:01:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01515,general_question:08,cust_0669,social,"Hi, how long does the kitchen scale usually take to arrive. Please let me know.",ord_94969,free,2026-04-30T14:59:00+00:00,2026-05-03T14:59:00+00:00,general_question,negative,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01516,general_question:02,cust_0536,email,"Good morning, can I change the delivery address for the running shoes, whenever you get a chance. Please let me know.",ord_91944,free,2026-04-22T06:27:00+00:00,2026-04-22T21:27:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01517,ambiguous:00,cust_0395,email,"Hello, order 40917 has not arrived and I am starting to want my money back, which is really not good enough.",ord_34215,free,2026-04-26T23:39:00+00:00,2026-04-27T06:39:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01518,tracking_request:10,cust_0463,phone,"Hello, just checking in on the progress of order 40917. Please advise. Appreciate it.",ord_78425,enterprise,2026-04-11T14:08:00+00:00,2026-04-13T23:08:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01519,general_question:08,cust_0278,phone,Quick question - how long does the running shoes usually take to arrive. Thanks.,ord_94619,free,2026-04-25T11:02:00+00:00,2026-04-28T08:02:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01520,refund_request:09,cust_0633,phone,"Hello, Hello, I am returning the running shoes, what happens with the payment. Thanks. Thanks.",ord_52499,standard,2026-04-12T12:32:00+00:00,2026-04-15T09:32:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01521,complaint:01,cust_0065,social,the service around my monthly plan has been genuinely poor. I have had to chase this repeatedly.,ord_23127,standard,2026-04-11T19:59:00+00:00,2026-04-14T15:59:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01522,general_question:02,cust_0288,email,"Hey - Hi there, can I change the delivery address for the blue headphones. Thanks.",ord_14155,standard,2026-04-21T21:13:00+00:00,2026-04-22T03:13:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01523,tracking_request:11,cust_0080,email,"Hey - Hi there, how far along is the delivery of the running shoes.",ord_94287,standard,2026-05-03T08:19:00+00:00,2026-05-05T07:19:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01524,general_question:13,cust_0351,social,"Honestly, what happens to my subscription if I pause the replacement charger. I expected better than this. Appreciate it.",ord_46076,standard,2026-04-30T11:38:00+00:00,2026-05-02T09:38:00+00:00,general_question,negative,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01525,complaint:13,cust_0178,chat,I have lost confidence in how you handle things like the running shoes. At this point I have run out of patience. Appreciate it.,ord_27253,standard,2026-04-25T18:05:00+00:00,2026-04-26T23:05:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01526,ambiguous:07,cust_0845,email,"Hello, the courier says delivered but the blue headphones is not here, which is really not good enough.",ord_51504,free,2026-04-17T05:34:00+00:00,2026-04-17T15:34:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01527,complaint:12,cust_0756,phone,Hey - I keep being promised callbacks about the kitchen scale that never happen. At this point I have run out of patience. Please let me know.,ord_70782,enterprise,2026-04-28T12:10:00+00:00,2026-04-30T09:10:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01528,delivery_issue:06,cust_0608,social,"Hi, the order 88214 order missed its promised window. I have had to chase this repeatedly. Regards.",ord_68357,standard,2026-04-29T08:30:00+00:00,2026-04-30T01:30:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01529,tracking_request:01,cust_0289,social,"Hello, Happy with the service overall, just can I get a status update on the blue headphones. Regards.",ord_56342,free,2026-04-25T09:53:00+00:00,2026-04-27T00:53:00+00:00,tracking_request,positive,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01530,delivery_issue:12,cust_0320,social,Hey - This is disappointing - the estimated date for the replacement charger has passed with no update. Please let me know.,ord_16031,standard,2026-04-25T23:14:00+00:00,2026-04-26T16:14:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01531,complaint:01,cust_0198,social,"Hello, This is disappointing - the service around my monthly plan has been genuinely poor.",ord_54117,standard,2026-04-19T13:30:00+00:00,2026-04-20T16:30:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01532,tracking_request:10,cust_0743,social,Hey - just checking in on the progress of the kitchen scale. At this point I have run out of patience. Thanks.,ord_14995,enterprise,2026-04-23T22:17:00+00:00,2026-04-25T14:17:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01533,complaint:06,cust_0602,email,"every person I speak to about the annual subscription tells me something different. Your team has been great so far, thank you. Regards.",ord_53216,standard,2026-04-08T19:12:00+00:00,2026-04-11T07:12:00+00:00,complaint,positive,normal,escalate,create_ticket,synthetic_generator
evt_01534,complaint:13,cust_0414,phone,"Hey - Honestly, I have lost confidence in how you handle things like the blue headphones. I expected better than this. Appreciate it.",ord_38518,free,2026-04-17T07:54:00+00:00,2026-04-17T19:54:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01535,delivery_issue:12,cust_0136,social,the estimated date for order 40917 has passed with no update. Appreciate it.,ord_13272,enterprise,2026-04-25T16:31:00+00:00,2026-04-27T16:31:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_01536,tracking_request:13,cust_0639,chat,Quick question - looking for an update on where teh kitchen scale has got to. Thanks.,ord_97945,standard,2026-04-17T10:18:00+00:00,2026-04-18T14:18:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01537,tracking_request:03,cust_0160,phone,"Hello, Hello, any news on when the annual subscription will get here. Thanks. Please let me know.",ord_87663,standard,2026-04-15T13:24:00+00:00,2026-04-16T00:24:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01538,refund_request:10,cust_0139,social,"Happy with teh service overall, just teh parcel with the wireless keyboard came late and I would rather have the money. Please let me know.",ord_30980,free,2026-04-20T13:47:00+00:00,2026-04-21T03:47:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01539,complaint:12,cust_0747,phone,"Honestly, I keep being promised callbacks about the replacement charger that never happen. I expected better than this. Thanks.",ord_74377,standard,2026-04-21T13:49:00+00:00,2026-04-23T15:49:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_01540,refund_request:02,cust_0656,social,"Good morning, can you send this the replacement charger back and return the payment, which is really not good enough. Please let me know.",ord_19904,free,2026-04-11T07:40:00+00:00,2026-04-14T06:40:00+00:00,refund_request,negative,normal,refund_review,refund_review,synthetic_generator
evt_01541,ambiguous:07,cust_0095,email,"Hi, the courier says delivered but the blue headphones is not here, whenever you get a chance. Appreciate it.",ord_74191,free,2026-05-05T07:10:00+00:00,2026-05-06T22:10:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_01542,refund_request:06,cust_0015,email,Hey - Quick question - how do I get my funds returned for the replacement charger.,ord_24585,free,2026-05-06T03:43:00+00:00,2026-05-08T09:43:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01543,delivery_issue:13,cust_0174,email,Hey - my order containing the running shoes appears to be lost in transit. At this point I have run out of patience. Please let me know.,ord_37194,free,2026-04-30T08:40:00+00:00,2026-04-30T13:40:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01544,tracking_request:11,cust_0743,email,"Good morning, how far along is the delivery of the replacement charger. At this point I have run out of patience.",ord_75535,free,2026-04-29T01:33:00+00:00,2026-04-29T16:33:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01545,general_question:00,cust_0820,chat,"Hello, what is teh warranty period on my monthly plan. Please advise. Thanks.",ord_82898,free,2026-04-29T01:39:00+00:00,2026-05-01T14:39:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01546,delivery_issue:13,cust_0601,chat,Hey - my order containing my monthly plan appears to be lost in transit. I have had to chase this repeatedly. Regards.,ord_55248,standard,2026-04-25T20:52:00+00:00,2026-04-26T19:52:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01547,general_question:03,cust_0604,chat,"Hey - is the replacement charger covered by your returns window, whenever you get a chance. Appreciate it.",ord_36051,standard,2026-05-02T10:55:00+00:00,2026-05-05T10:55:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01548,refund_request:07,cust_0808,email,"Good morning, Quick question - the delivery of the blue headphones was fine but I changed my mind and want a refund. Regards.",ord_46222,enterprise,2026-04-24T09:57:00+00:00,2026-04-27T02:57:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_01549,general_question:08,cust_0217,email,"Hey - Hi there, how long does the kitchen scale usually take to arrive. Regards.",ord_47663,standard,2026-04-17T23:39:00+00:00,2026-04-20T09:39:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_01550,delivery_issue:02,cust_0487,chat,"Good morning, the kitchen scale was meant to arrive on Tuesday and it is still not here. I have had to chase this repeatedly. Thanks.",ord_80116,standard,2026-04-16T21:36:00+00:00,2026-04-19T17:36:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_01551,delivery_issue:11,cust_0254,phone,"Hi, Quick question - nobody has been able to deliver order 40917 yet. Regards.",ord_90673,free,2026-05-02T08:59:00+00:00,2026-05-03T09:59:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_01552,tracking_request:12,cust_0791,phone,"Good morning, Hi there, can you confirm the expected date for the standing desk. Please let me know.",ord_40641,free,2026-04-20T20:35:00+00:00,2026-04-23T16:35:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_01553,complaint:12,cust_0255,social,"Good morning, I keep being promised callbacks about the annual subscription that never happen. I have had to chase this repeatedly.",ord_56996,free,2026-04-14T06:47:00+00:00,2026-04-15T20:47:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
